GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Imply OPA related functions,org.wso2.carbon.identity.conditional.auth.functions.opa,InvokeOpaFunctionImpl,449,0,30,0,101,0,24,0,9,0
